rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec,con
641,HD 67087,c,08h07m39.76s,8.127709933333334,+31d33m04.7s,31.551319,GEM
642,HD 6718,b,01h07m48.66s,1.1301840666666665,-08d14m01.3s,-8.233706,CET
643,HD 68402,b,08h05m23.69s,8.089914466666666,-74d24m37.5s,-74.410416,VOL
644,HD 68988,b,08h18m22.17s,8.306158933333334,+61d27m38.6s,61.460724,UMA
645,HD 69830,b,08h18m23.95s,8.306651800000001,-12d37m55.8s,-12.632174000000001,PUP
646,HD 69830,c,08h18m23.95s,8.306651800000001,-12d37m55.8s,-12.632174000000001,PUP
647,HD 69830,d,08h18m23.95s,8.306651800000001,-12d37m55.8s,-12.632174000000001,PUP
648,HD 70573,b,08h22m49.95s,8.380542333333334,+01d51m33.6s,1.859323,HYA
649,HD 70642,b,08h21m28.14s,8.357815533333332,-39d42m19.5s,-39.70541,PUP
650,HD 7199,b,01h10m47.22s,1.1797841333333332,-66d11m17.4s,-66.188164,TUC
651,HD 72659,b,08h34m03.19s,8.567552666666666,-01d34m05.6s,-1.568217,HYA
652,HD 72892,b,08h34m52.60s,8.581276466666665,-14d27m24.1s,-14.456694,HYA
653,HD 73256,b,08h36m23.02s,8.6063934,-30d02m15.5s,-30.037626,PYX
654,HD 73267,b,08h36m17.78s,8.604937733333333,-34d27m35.9s,-34.45998,PYX
655,HD 73526,b,08h37m16.48s,8.621245333333333,-41d19m08.8s,-41.31910300000001,VEL
656,HD 73526,c,08h37m16.48s,8.621245333333333,-41d19m08.8s,-41.31910300000001,VEL
657,HD 73534,b,08h39m15.80s,8.654389466666666,+12d57m37.4s,12.960376,CNC
658,HD 74156,b,08h42m25.12s,8.706978333333332,+04d34m41.2s,4.5780970000000005,HYA
659,HD 74156,c,08h42m25.12s,8.706978333333332,+04d34m41.2s,4.5780970000000005,HYA
660,HD 7449,b,01h14m29.32s,1.2414782,-05d02m50.6s,-5.0473870000000005,CET
661,HD 75289,b,08h47m40.39s,8.7945526,-41d44m12.5s,-41.736794,VEL
662,HD 75784,b,08h52m23.94s,8.873316466666667,+13d14m00.4s,13.233432999999998,CNC
663,HD 75898,b,08h53m50.80s,8.897445666666668,+33d03m24.5s,33.056812,LYN
664,HD 76700,b,08h53m55.51s,8.898753866666668,-66d48m03.6s,-66.800995,VOL
665,HD 76920,b,08h55m16.82s,8.921337866666667,-67d15m55.7s,-67.265472,VOL
666,HD 77338,b,09h01m12.50s,9.020137533333333,-25d31m37.4s,-25.527061,PYX
667,HD 7924,b,01h21m59.12s,1.3664208666666666,+76d42m37.0s,76.71028100000002,CAS
668,HD 7924,c,01h21m59.12s,1.3664208666666666,+76d42m37.0s,76.71028100000002,CAS
669,HD 7924,d,01h21m59.12s,1.3664208666666666,+76d42m37.0s,76.71028100000002,CAS
670,HD 79498,b,09h15m09.40s,9.252611266666666,+23d22m32.0s,23.375549,CNC
671,HD 80606,b,09h22m37.57s,9.377102666666666,+50d36m13.4s,50.603722,UMA
672,HD 81040,b,09h23m47.09s,9.3964132,+20d21m52.0s,20.364454000000002,LEO
673,HD 81688,b,09h28m39.99s,9.477775066666666,+45d36m05.3s,45.601482,UMA
674,HD 82886,b,09h35m45.18s,9.595884199999999,+34d46m50.7s,34.780743,LMI
675,HD 82943,b,09h34m50.73s,9.580759666666664,-12d07m46.4s,-12.129546000000001,HYA
676,HD 82943,c,09h34m50.73s,9.580759666666664,-12d07m46.4s,-12.129546000000001,HYA
677,HD 83443,b,09h37m11.83s,9.6199524,-43d16m19.9s,-43.272205,VEL
678,HD 8535,b,01h23m37.24s,1.3936765999999998,-41d16m11.3s,-41.269802,PHE
679,HD 85390,b,09h50m02.50s,9.834027066666668,-49d47m25.0s,-49.790268,VEL
680,HD 85512,b,09h51m07.05s,9.8519592,-43d30m10.0s,-43.502789,VEL
681,HD 8574,b,01h25m12.52s,1.4201435333333334,+28d34m00.1s,28.566692,PSC
682,HD 86081,b,09h56m05.92s,9.9349772,-03d48m30.3s,-3.808422,SEX
683,HD 86226,b,09h56m29.85s,9.941623933333332,-24d05m57.8s,-24.09939,HYA
684,HD 86264,b,09h56m57.84s,9.9493998,-15d53m42.4s,-15.895122,HYA
685,HD 8673,b,01h26m08.78s,1.4357736,+34d34m46.9s,34.5797,AND
686,HD 86950,b,10h01m37.61s,10.027113866666667,-17d19m58.9s,-17.333023,HYA
687,HD 87646,b,10h06m40.77s,10.111324066666667,+17d53m42.4s,17.895103,LEO
688,HD 87883,b,10h08m43.14s,10.1453166,+34d14m32.1s,34.242259999999995,LMI
689,HD 88133,b,10h10m07.68s,10.1687988,+18d11m12.7s,18.186871,LEO
690,HD 89307,b,10h18m21.29s,10.305913266666666,+12d37m16.0s,12.621108,LEO
691,HD 89744,b,10h22m10.56s,10.3696004,+41d13m46.3s,41.22953,UMA
692,HD 90156,b,10h23m55.28s,10.398687733333333,-29d38m43.9s,-29.645528999999996,HYA
693,HD 9174,b,01h30m01.00s,1.5002784666666666,-19d36m16.2s,-19.604502,CET
694,HD 92788,b,10h42m48.53s,10.7134806,-02d11m01.5s,-2.1837560000000003,SEX
695,HD 93083,b,10h44m20.91s,10.739142866666667,-33d34m37.3s,-33.577023,ANT
696,HD 9446,b,01h33m20.18s,1.5556067333333334,+29d15m54.5s,29.265147999999996,TRI
697,HD 9446,c,01h33m20.18s,1.5556067333333334,+29d15m54.5s,29.265147999999996,TRI
698,HD 95086,b,10h57m03.02s,10.950839266666666,-68d40m02.4s,-68.667343,CAR
699,HD 95089,b,10h58m47.74s,10.979926533333332,+01d43m45.2s,1.729216,LEO
700,HD 95127,b,10h59m35.09s,10.9930796,+43d48m52.1s,43.81446500000001,UMA
701,HD 95872,b,11h03m28.11s,11.0578076,-22d05m38.3s,-22.093977,CRT
702,HD 96063,b,11h04m44.45s,11.079015066666667,-02d30m47.6s,-2.513218,LEO
703,HD 96127,b,11h05m45.95s,11.096096800000002,+44d18m05.6s,44.30155900000001,UMA
704,HD 96167,b,11h05m15.07s,11.087519333333333,-10d17m28.7s,-10.291300999999999,CRT
705,HD 97658,b,11h14m33.16s,11.2425456,+25d42m37.4s,25.710384,LEO
706,HD 98219,b,11h17m47.55s,11.296542333333333,-23d58m31.5s,-23.975414,CRT
707,HD 98649,b,11h20m51.77s,11.3477132,-23d13m02.4s,-23.217342000000002,CRT
708,HD 99109,b,11h24m17.36s,11.4048218,-01d31m44.7s,-1.529076,LEO
709,HD 99492,b,11h26m46.28s,11.446188333333335,+03d00m22.8s,3.006328,LEO
710,HD 99706,b,11h28m30.21s,11.475059,+43d57m59.7s,43.966578999999996,UMA
711,HIP 105854,b,21h26m22.87s,21.439687066666664,-37d49m45.9s,-37.82943,MIC
712,HIP 107773,b,21h50m00.12s,21.83336793333333,-64d42m45.1s,-64.71254,IND
713,HIP 109384,b,22h09m37.40s,22.1603882,+71d18m51.6s,71.31433100000002,CEP
714,HIP 109600,b,22h12m06.25s,22.20173746666667,+29d03m56.9s,29.065811,PEG
715,HIP 116454,b,23h35m49.28s,23.59702353333333,+00d26m43.9s,0.44551599999999997,PSC
716,HIP 12961,b,02h46m42.89s,2.7785794666666663,-23d05m11.8s,-23.086610999999998,ERI
717,HIP 14810,b,03h11m14.23s,3.187286133333333,+21d05m50.5s,21.097359,ARI
718,HIP 14810,c,03h11m14.23s,3.187286133333333,+21d05m50.5s,21.097359,ARI
719,HIP 14810,d,03h11m14.23s,3.187286133333333,+21d05m50.5s,21.097359,ARI
720,HIP 41378,b,08h26m27.85s,8.441069533333332,+10d04m49.4s,10.080378,CNC
721,HIP 41378,c,08h26m27.85s,8.441069533333332,+10d04m49.4s,10.080378,CNC
722,HIP 41378,d,08h26m27.85s,8.441069533333332,+10d04m49.4s,10.080378,CNC
723,HIP 41378,e,08h26m27.85s,8.441069533333332,+10d04m49.4s,10.080378,CNC
724,HIP 41378,f,08h26m27.85s,8.441069533333332,+10d04m49.4s,10.080378,CNC
725,HIP 5158,b,01h06m02.05s,1.1005688666666666,-22d27m11.4s,-22.453154,CET
726,HIP 5158,c,01h06m02.05s,1.1005688666666666,-22d27m11.4s,-22.453154,CET
727,HIP 57274,b,11h44m40.96s,11.744712333333334,+30d57m33.5s,30.959293,UMA
728,HIP 57274,c,11h44m40.96s,11.744712333333334,+30d57m33.5s,30.959293,UMA
729,HIP 57274,d,11h44m40.96s,11.744712333333334,+30d57m33.5s,30.959293,UMA
730,HIP 63242,b,12h57m31.96s,12.958877533333332,-65d38m47.3s,-65.646461,MUS
731,HIP 65407,b,13h24m21.04s,13.405844133333336,+48d53m06.3s,48.885094,CVN
732,HIP 65407,c,13h24m21.04s,13.405844133333336,+48d53m06.3s,48.885094,CVN
733,HIP 65426,b,13h24m36.10s,13.410027066666665,-51d30m16.1s,-51.504459000000004,CEN
734,HIP 65891,b,13h30m25.27s,13.507020066666666,-58d39m51.7s,-58.66435600000001,CEN
735,HIP 67537,b,13h50m19.40s,13.838721733333333,-39d54m03.1s,-39.900856,CEN
736,HIP 67851,b,13h53m52.06s,13.8977946,-35d18m51.7s,-35.314362,CEN
737,HIP 67851,c,13h53m52.06s,13.8977946,-35d18m51.7s,-35.314362,CEN
738,HIP 70849,b,14h29m18.56s,14.488489800000002,-46d27m49.7s,-46.463817999999996,LUP
739,HIP 74890,b,15h18m17.33s,15.304813666666664,-41d25m14.1s,-41.42057,LUP
740,HIP 75458,b,15h24m55.77s,15.415492733333336,+58d57m57.8s,58.966064,DRA
741,HIP 78530,b,16h01m55.46s,16.032070933333333,-21d58m49.4s,-21.980389000000002,SCO
742,HIP 79431,b,16h12m41.77s,16.2116038,-18d52m31.8s,-18.875504,SCO
743,HIP 8541,b,01h50m06.33s,1.8350916666666668,-54d27m53.9s,-54.464962,ERI
744,HIP 91258,b,18h36m53.15s,18.6147644,+61d42m09.0s,61.702503,DRA
745,HIP 97233,b,19h45m41.27s,19.761464466666666,-00d41m47.9s,-0.696645,AQL
746,HN Peg,b,21h44m31.33s,21.74203693333333,+14d46m19.0s,14.771939000000001,PEG
747,HR 2562,b,06h50m01.01s,6.833615133333333,-60d14m56.9s,-60.249145999999996,PIC
748,HR 810,b,02h42m33.47s,2.709296133333333,-50d48m01.1s,-50.800292999999996,HOR
749,HR 8799,b,23h07m28.72s,23.12464393333333,+21d08m03.3s,21.134251000000006,PEG
750,HR 8799,c,23h07m28.72s,23.12464393333333,+21d08m03.3s,21.134251000000006,PEG
751,HR 8799,d,23h07m28.72s,23.12464393333333,+21d08m03.3s,21.134251000000006,PEG
752,HR 8799,e,23h07m28.72s,23.12464393333333,+21d08m03.3s,21.134251000000006,PEG
753,K2-10,b,11h28m29.27s,11.474797599999999,+01d41m26.3s,1.690636,LEO
754,K2-100,b,08h38m24.30s,8.640083800000001,+20d06m21.8s,20.106064,CNC
755,K2-101,b,08h41m22.58s,8.689605733333334,+18d56m01.9s,18.933874,CNC
756,K2-102,b,08h40m13.45s,8.670403066666667,+19d46m43.7s,19.778810999999997,CNC
757,K2-104,b,08h38m32.82s,8.642449933333333,+19d46m25.8s,19.773829,CNC
758,K2-105,b,08h21m40.87s,8.361352,+13d29m51.1s,13.49753,CNC
759,K2-107,b,18h59m56.49s,18.999025466666666,-22d17m36.2s,-22.293402,SGR
760,K2-108,b,08h13m31.65s,8.225458266666667,+16d25m10.6s,16.419609,CNC
761,K2-11,b,11h16m10.08s,11.269467133333334,+01d59m12.6s,1.9868400000000002,LEO
762,K2-110,b,13h49m23.89s,13.8233022,-12d17m04.2s,-12.284491000000001,VIR
763,K2-111,b,03h59m33.54s,3.9926503333333336,+21d17m55.3s,21.298685,TAU
764,K2-113,b,01h17m47.83s,1.2966190666666664,+06d52m08.0s,6.8688949999999975,PSC
765,K2-114,b,08h31m31.91s,8.525530999999999,+11d55m20.2s,11.922265,CNC
766,K2-115,b,08h26m12.83s,8.436896266666666,+12d16m55.0s,12.281936,CNC
767,K2-116,b,22h24m36.39s,22.4101074,-11d34m43.3s,-11.578691000000001,AQR
768,K2-117,b,08h55m25.36s,8.923712133333334,+10d28m08.9s,10.469130999999999,CNC
769,K2-117,c,08h55m25.36s,8.923712133333334,+10d28m08.9s,10.469130999999999,CNC
770,K2-118,b,08h48m30.45s,8.808459466666667,+15d39m21.5s,15.655982999999999,CNC
771,K2-119,b,08h48m02.34s,8.800649,+16d54m06.7s,16.901854,CNC
772,K2-12,b,11h32m46.09s,11.546135466666668,+02d14m41.6s,2.244884,LEO
773,K2-120,b,08h48m34.32s,8.809532666666666,+17d11m26.5s,17.190685000000002,CNC
774,K2-121,b,08h27m44.81s,8.462448133333334,+17d34m45.8s,17.579397,CNC
775,K2-122,b,08h25m54.31s,8.431754066666667,+20d21m34.5s,20.35957,CNC
776,K2-123,b,08h57m46.60s,8.962945533333334,+21d27m12.7s,21.453533,CNC
777,K2-124,b,08h54m33.89s,8.909412666666666,+23d07m58.4s,23.132891,CNC
778,K2-125,b,13h36m34.11s,13.609474666666667,-14d56m51.4s,-14.947602999999999,VIR
779,K2-126,b,13h34m11.17s,13.569769266666665,-13d34m36.9s,-13.576928,VIR
780,K2-127,b,13h48m18.81s,13.8052256,-11d35m20.3s,-11.588979,VIR
781,K2-128,b,13h37m45.04s,13.629176866666667,-08d35m49.4s,-8.597064999999999,VIR
782,K2-129,b,19h16m35.60s,19.276554333333326,-25d38m41.9s,-25.644964,SGR
783,K2-13,b,11h20m37.33s,11.3437022,+02d30m09.7s,2.502696,LEO
784,K2-130,b,19h21m04.86s,19.35135093333333,-19d41m26.9s,-19.690807,SGR
785,K2-131,b,12h11m00.37s,12.183437066666665,-09d45m54.8s,-9.765217999999999,VIR
786,K2-132,b,12h08m39.94s,12.144426466666665,-08d44m49.8s,-8.747175,VIR
787,K2-133,b,04h40m35.66s,4.676571133333333,+25d00m36.0s,25.010006,TAU
788,K2-133,c,04h40m35.66s,4.676571133333333,+25d00m36.0s,25.010006,TAU
789,K2-133,d,04h40m35.66s,4.676571133333333,+25d00m36.0s,25.010006,TAU
790,K2-135,b,23h27m04.83s,23.451342800000006,-01d17m10.6s,-1.286273,PSC
791,K2-135,c,23h27m04.83s,23.451342800000006,-01d17m10.6s,-1.286273,PSC
792,K2-135,d,23h27m04.83s,23.451342800000006,-01d17m10.6s,-1.286273,PSC
793,K2-136,b,04h29m38.99s,4.494164,+22d52m57.8s,22.882721,TAU
794,K2-136,c,04h29m38.99s,4.494164,+22d52m57.8s,22.882721,TAU
795,K2-136,d,04h29m38.99s,4.494164,+22d52m57.8s,22.882721,TAU
796,K2-137,b,12h27m28.97s,12.458048533333335,-06d11m42.8s,-6.195224,VIR
797,K2-139,b,19h16m15.97s,19.271101866666665,-17d54m38.5s,-17.910688,SGR
798,K2-14,b,11h52m13.69s,11.870468133333333,+02d35m39.3s,2.594245,VIR
799,K2-15,b,11h52m26.59s,11.874052933333333,+04d15m17.1s,4.254747,VIR
800,K2-16,b,11h40m23.34s,11.673150666666665,+04d33m26.4s,4.55734,VIR
801,K2-16,c,11h40m23.34s,11.673150666666665,+04d33m26.4s,4.55734,VIR
802,K2-17,b,11h53m19.15s,11.888651533333332,+06d24m44.1s,6.412261,VIR
803,K2-18,b,11h30m14.51s,11.504030333333334,+07d35m18.2s,7.5883910000000006,LEO
804,K2-19,b,11h39m50.47s,11.664020800000001,+00d36m12.9s,0.603575,VIR
805,K2-19,c,11h39m50.47s,11.664020800000001,+00d36m12.9s,0.603575,VIR
806,K2-19,d,11h39m50.47s,11.664020800000001,+00d36m12.9s,0.603575,VIR
807,K2-21,b,22h41m12.88s,22.686912,-14d29m20.4s,-14.488987,AQR
808,K2-21,c,22h41m12.88s,22.686912,-14d29m20.4s,-14.488987,AQR
809,K2-22,b,11h17m55.88s,11.2988546,+02d37m08.7s,2.6190700000000002,LEO
810,K2-24,b,16h10m17.69s,16.171581,-24d59m25.2s,-24.990332000000002,SCO
811,K2-24,c,16h10m17.69s,16.171581,-24d59m25.2s,-24.990332000000002,SCO
812,K2-25,b,04h13m05.62s,4.218228933333333,+15d14m51.9s,15.247763,TAU
813,K2-26,b,06h16m49.58s,6.280438733333333,+24d35m47.1s,24.596411,GEM
814,K2-27,b,11h26m03.64s,11.434344466666666,+01d13m50.7s,1.2307379999999999,LEO
815,K2-28,b,22h22m29.85s,22.37495933333333,-07d57m19.3s,-7.9553660000000015,AQR
816,K2-29,b,04h10m40.96s,4.1780431333333325,+24d24m07.4s,24.402042,TAU
817,K2-3,b,11h29m20.39s,11.4889964,-01d27m17.2s,-1.454787,LEO
818,K2-3,c,11h29m20.39s,11.4889964,-01d27m17.2s,-1.454787,LEO
819,K2-3,d,11h29m20.39s,11.4889964,-01d27m17.2s,-1.454787,LEO
820,K2-30,b,03h29m22.07s,3.4894640666666663,+22d17m57.9s,22.299404,TAU
821,K2-31,b,16h21m45.78s,16.362716666666667,-23d32m52.3s,-23.547864999999998,SCO
822,K2-32,b,16h49m42.26s,16.828405733333334,-19d32m34.2s,-19.542822,OPH
823,K2-32,c,16h49m42.26s,16.828405733333334,-19d32m34.2s,-19.542822,OPH
824,K2-32,d,16h49m42.26s,16.828405733333334,-19d32m34.2s,-19.542822,OPH
825,K2-33,b,16h10m14.74s,16.170760066666666,-19d19m09.4s,-19.319273000000006,SCO
826,K2-34,b,08h30m18.91s,8.505251533333333,+22d14m09.3s,22.235909,CNC
827,K2-35,b,11h20m24.74s,11.340205866666665,+01d17m09.4s,1.2859559999999999,LEO
828,K2-35,c,11h20m24.74s,11.340205866666665,+01d17m09.4s,1.2859559999999999,LEO
829,K2-36,b,11h17m47.78s,11.2966044,+03d51m59.0s,3.866393,LEO
830,K2-36,c,11h17m47.78s,11.2966044,+03d51m59.0s,3.866393,LEO
831,K2-37,b,16h13m48.24s,16.230066933333333,-24d47m13.4s,-24.787062,SCO
832,K2-37,c,16h13m48.24s,16.230066933333333,-24d47m13.4s,-24.787062,SCO
833,K2-37,d,16h13m48.24s,16.230066933333333,-24d47m13.4s,-24.787062,SCO
834,K2-38,b,16h00m08.06s,16.002239000000007,-23d11m21.4s,-23.189287,SCO
835,K2-38,c,16h00m08.06s,16.002239000000007,-23d11m21.4s,-23.189287,SCO
836,K2-39,b,22h33m28.41s,22.557891866666665,-09d01m22.0s,-9.022769,AQR
837,K2-4,b,11h38m58.95s,11.649709066666668,-03d54m20.1s,-3.905585,VIR
838,K2-42,b,11h46m39.77s,11.777715066666667,-05d10m18.9s,-5.171913,VIR
839,K2-43,b,11h16m28.11s,11.274476133333335,-03d58m31.6s,-3.9754400000000003,LEO
840,K2-44,b,11h36m02.79s,11.600775133333334,-02d31m15.2s,-2.520881,LEO
841,K2-45,b,11h18m31.89s,11.308858266666665,-01d46m26.9s,-1.77413,LEO
842,K2-46,b,11h37m03.92s,11.617756133333332,-00d54m26.1s,-0.9072610000000001,LEO
843,K2-47,b,11h14m19.82s,11.238839733333332,+02d46m50.6s,2.780711,LEO
844,K2-48,b,11h44m29.65s,11.74157,+03d16m20.7s,3.272425,VIR
845,K2-49,b,11h49m16.85s,11.821347066666668,+03d28m32.0s,3.475569,VIR
846,K2-5,b,11h17m12.84s,11.2868998,-01d52m40.7s,-1.8779759999999999,LEO
847,K2-5,c,11h17m12.84s,11.2868998,-01d52m40.7s,-1.8779759999999999,LEO
848,K2-50,b,11h17m56.07s,11.298908466666667,+05d59m18.2s,5.988378,LEO
849,K2-52,b,16h26m26.74s,16.440761333333334,-24d58m11.8s,-24.969948000000002,SCO
850,K2-53,b,16h16m34.04s,16.276121,-20d24m01.9s,-20.400534,SCO
851,K2-54,b,22h32m13.01s,22.536946600000004,-17d32m38.4s,-17.543995000000002,AQR
852,K2-55,b,22h15m00.46s,22.2501282,-17d15m02.5s,-17.250708,AQR
853,K2-57,b,22h50m46.01s,22.846114066666665,-14d04m11.6s,-14.069885999999999,AQR
854,K2-58,b,22h15m17.23s,22.25478720000001,-14d02m59.3s,-14.049807999999999,AQR
855,K2-58,c,22h15m17.23s,22.25478720000001,-14d02m59.3s,-14.049807999999999,AQR
856,K2-58,d,22h15m17.23s,22.25478720000001,-14d02m59.3s,-14.049807999999999,AQR
857,K2-59,b,22h35m46.16s,22.59615680000001,-14d01m39.9s,-14.027745000000001,AQR
858,K2-59,c,22h35m46.16s,22.59615680000001,-14d01m39.9s,-14.027745000000001,AQR
859,K2-6,b,11h52m46.14s,11.879484066666668,-01d11m54.5s,-1.198477,VIR
860,K2-60,b,22h34m25.48s,22.57374473333333,-13d43m54.1s,-13.731701999999999,AQR
861,K2-61,b,22h38m41.94s,22.64498293333333,-13d33m36.1s,-13.560023999999999,AQR
862,K2-62,b,22h17m27.40s,22.2909444,-12d11m15.0s,-12.187498,AQR
863,K2-62,c,22h17m27.40s,22.2909444,-12d11m15.0s,-12.187498,AQR
864,K2-63,b,22h13m42.40s,22.2284444,-12d03m58.9s,-12.066374,AQR
865,K2-64,b,22h09m39.27s,22.160907,-11d25m43.5s,-11.428742,AQR
866,K2-65,b,22h12m50.82s,22.2141174,-10d55m31.4s,-10.925379,AQR
867,K2-66,b,22h06m06.41s,22.1017802,-10d42m41.6s,-10.711549,AQR
868,K2-68,b,22h16m04.75s,22.267985,-10d34m02.3s,-10.567317999999998,AQR
869,K2-69,b,22h23m02.29s,22.38397013333333,-10d29m18.9s,-10.48858,AQR
870,K2-7,b,11h08m22.50s,11.139584333333332,-01d03m56.7s,-1.065755,LEO
871,K2-70,b,22h33m54.19s,22.56505333333333,-10d05m05.8s,-10.084946,AQR
872,K2-71,b,22h46m53.86s,22.7816284,-09d52m53.8s,-9.881619,AQR
873,K2-72,b,22h18m29.27s,22.308131933333332,-09d36m44.6s,-9.612382,AQR
874,K2-72,c,22h18m29.27s,22.308131933333332,-09d36m44.6s,-9.612382,AQR
875,K2-72,d,22h18m29.27s,22.308131933333332,-09d36m44.6s,-9.612382,AQR
876,K2-72,e,22h18m29.27s,22.308131933333332,-09d36m44.6s,-9.612382,AQR
877,K2-73,b,22h20m06.12s,22.335032133333332,-09d03m21.9s,-9.056092999999999,AQR
878,K2-74,b,22h39m40.64s,22.661289466666666,-08d42m52.2s,-8.714505,AQR
879,K2-75,b,22h35m22.76s,22.5896566,-07d28m11.5s,-7.469853,AQR
880,K2-75,c,22h35m22.76s,22.5896566,-07d28m11.5s,-7.469853,AQR
881,K2-77,b,03h40m54.82s,3.681895200000001,+12d34m21.4s,12.572612,TAU
882,K2-79,b,03h41m01.42s,3.683727,+13d31m09.7s,13.519372,TAU
883,K2-8,b,11h19m10.48s,11.319578066666665,-00d17m03.8s,-0.284375,LEO
884,K2-8,c,11h19m10.48s,11.319578066666665,-00d17m03.8s,-0.284375,LEO
885,K2-80,b,03h56m09.00s,3.935832466666666,+13d33m33.4s,13.559289000000001,TAU
886,K2-80,c,03h56m09.00s,3.935832466666666,+13d33m33.4s,13.559289000000001,TAU
887,K2-81,b,03h49m56.52s,3.8323659333333335,+14d30m07.9s,14.5022,TAU
888,K2-83,b,03h59m36.37s,3.9934374666666654,+15d33m32.0s,15.558886,TAU
889,K2-83,c,03h59m36.37s,3.9934374666666654,+15d33m32.0s,15.558886,TAU
890,K2-84,b,03h43m14.23s,3.7206182,+16d38m04.4s,16.634548000000002,TAU
891,K2-84,c,03h43m14.23s,3.7206182,+16d38m04.4s,16.634548000000002,TAU
892,K2-85,b,03h57m51.45s,3.9642929333333328,+18d27m54.9s,18.465254,TAU
893,K2-86,b,03h26m12.67s,3.4368532666666667,+18d38m08.2s,18.635616,TAU
894,K2-87,b,04h24m56.69s,4.415748066666667,+18d49m38.7s,18.827417,TAU
895,K2-88,b,03h39m00.38s,3.6501065333333336,+19d07m12.6s,19.120178,TAU
896,K2-89,b,03h48m16.01s,3.804447666666667,+20d27m34.7s,20.459639000000006,TAU
897,K2-9,b,11h45m03.47s,11.750964333333336,+00d00m19.1s,0.005301,VIR
898,K2-90,b,03h56m36.58s,3.943493666666667,+22d28m21.5s,22.472631,TAU
899,K2-90,c,03h56m36.58s,3.943493666666667,+22d28m21.5s,22.472631,TAU
900,K2-91,b,04h12m52.34s,4.214537533333333,+24d12m18.4s,24.205112,TAU
901,K2-95,b,08h37m27.06s,8.624183133333332,+18d58m36.1s,18.976685,CNC
902,K2-97,b,08h31m03.08s,8.5175222,+10d50m51.3s,10.847586,CNC
903,K2-98,b,08h25m57.19s,8.4325526,+11d30m40.1s,11.511144999999999,CNC
904,K2-99,b,13h55m05.70s,13.918249533333332,-05d26m32.9s,-5.4424660000000005,VIR
905,KELT-1,b,00h01m26.91s,0.0241428,+39d23m01.7s,39.383808,AND
906,KELT-10,b,18h58m11.61s,18.96989153333333,-47d00m11.7s,-47.003242,TEL
907,KELT-11,b,10h46m49.74s,10.780484,-09d23m56.5s,-9.399025,SEX
908,KELT-12,b,17h50m33.72s,17.842700199999996,+36d34m12.8s,36.570232,HER
909,KELT-14,b,07h13m12.36s,7.220099000000001,-42d24m35.1s,-42.409744,PUP
910,KELT-15,b,07h49m39.61s,7.827669133333334,-52d07m13.6s,-52.12045300000001,CAR
911,KELT-16,b,20h57m04.44s,20.951232933333326,+31d39m39.7s,31.661034,CYG
912,KELT-17,b,08h22m28.21s,8.374501533333332,+13d44m07.1s,13.735319,CNC
913,KELT-18,b,14h26m05.76s,14.434934466666665,+59d26m39.4s,59.444275,UMA
914,KELT-2 A,b,06h10m39.35s,6.1775965333333325,+30d57m25.7s,30.957144,AUR
915,KELT-20,b,19h38m38.74s,19.6440938,+31d13m09.2s,31.219225,CYG
916,KELT-3,b,09h54m34.40s,9.909554933333334,+40d23m17.0s,40.388069,LMI
917,KELT-4 A,b,10h28m15.01s,10.4708364,+25d34m23.5s,25.57318900000001,LEO
918,KELT-6,b,13h03m55.65s,13.065457866666666,+30d38m24.2s,30.640051,COM
919,KELT-6,c,13h03m55.65s,13.065457866666666,+30d38m24.2s,30.640051,COM
920,KELT-7,b,05h13m10.93s,5.2197021333333335,+33d19m05.4s,33.318165,AUR
921,KELT-8,b,18h53m13.32s,18.887034,+24d07m38.6s,24.12738,HER
922,KELT-9,b,20h31m26.35s,20.523986800000007,+39d56m19.8s,39.938828,CYG
923,KIC 10001893,b,19h09m33.41s,19.1592792,+46d59m04.2s,46.984489,LYR
924,KIC 10001893,c,19h09m33.41s,19.1592792,+46d59m04.2s,46.984489,LYR
925,KIC 10001893,d,19h09m33.41s,19.1592792,+46d59m04.2s,46.984489,LYR
926,KIC 10525077,b,19h09m30.74s,19.158538466666666,+47d46m16.3s,47.771187,CYG
927,KIC 3558849,b,19h39m47.96s,19.663323133333336,+38d36m18.7s,38.605197,CYG
928,KIC 5437945,b,19h13m53.97s,19.23165713333333,+40d39m04.9s,40.651357,LYR
929,KIC 5951458,b,19h15m57.98s,19.266105466666666,+41d13m22.9s,41.223038,LYR
930,KIC 7917485,b,19h57m44.30s,19.96230613333333,+43d37m57.4s,43.632622,CYG
931,KOI-7892,b,18h49m30.61s,18.825168666666666,+44d41m40.5s,44.694592,LYR
932,KOI-7892,c,18h49m30.61s,18.825168666666666,+44d41m40.5s,44.694592,LYR
933,KIC 9663113,b,19h48m10.90s,19.803028066666666,+46d19m43.3s,46.328701,CYG
934,KOI-12,b,19h49m48.90s,19.830248733333327,+41d00m39.6s,41.010991,CYG
935,KOI-1257,b,19h24m54.04s,19.415012,+44d55m38.6s,44.927383,CYG
936,KOI-13,b,19h07m53.09s,19.131413266666666,+46d52m06.1s,46.868362,LYR
937,KOI-142,b,19h24m35.54s,19.409872533333328,+40d40m09.9s,40.669407,LYR
938,KOI-142,c,19h24m35.54s,19.409872533333328,+40d40m09.9s,40.669407,LYR
939,KOI-217,b,19h39m27.72s,19.657700333333327,+46d17m09.1s,46.285854,CYG
